,Date,Country,City,Perpetrator,Fatalities,Injured,Target
7800,2019-01-31,India,Chatikona,Maoists,0,0,Unknown
7801,2019-01-31,India,Kalahandi district,Communist Party of India - Maoist (CPI-Maoist),0,0,Business
7802,2019-01-31,India,Potegaon,Maoists,0,0,Business
7803,2019-01-31,India,Bedgaon,Communist Party of India - Maoist (CPI-Maoist),0,0,Private Citizens & Property
7804,2019-01-31,Democratic Republic of the Congo,Masisi,"Alliance of Patriots for a Free and Sovereign Congo (APCLS),Nduma Defense of Congo (NDC),Nyatura Militia",Unknown,Unknown,Military
7805,2019-01-31,Afghanistan,Andar district,Taliban,2,0,Unknown
7806,2019-01-31,Somalia,Mogadishu,Al-Shabaab,1,0,Military
7807,2019-01-31,Philippines,Cabangan,Unknown,0,1,Government (General)
7808,2019-01-31,India,Zainapora,Hizbul Mujahideen (HM),1,0,Private Citizens & Property
7809,2019-01-31,India,Anantnag,Al-Badr,0,7,"Police,Private Citizens & Property"
7810,2019-01-31,Iraq,Khanaqin district,Islamic State of Iraq and the Levant (ISIL),0,2,Military
7811,2019-01-31,Yemen,Taizz,Unknown,1,Unknown,Police
7812,2019-01-31,Afghanistan,Gurg Ab,Taliban,15,20,Military
7813,2019-01-30,Yemen,Qarafa,Houthi extremists (Ansar Allah),1,1,Educational Institution
7814,2019-01-30,Somalia,Godey,Unknown,1,0,Government (General)
7815,2019-01-30,West Bank and Gaza Strip,Jalame,Unknown,0,0,Military
7816,2019-01-30,West Bank and Gaza Strip,Yabad,Unknown,0,0,Military
7817,2019-01-30,Philippines,Anonang,New People's Army (NPA),0,0,Military
7818,2019-01-30,India,Gadchiroli district,Maoists,1,0,Private Citizens & Property
7819,2019-01-30,Burkina Faso,Kompienga district,Unknown,4,0,Military
7820,2019-01-30,Saudi Arabia,Khamis Mushayt,Houthi extremists (Ansar Allah),0,0,Private Citizens & Property
7821,2019-01-30,Pakistan,Marsi Khel,Unknown,0,2,Private Citizens & Property
7822,2019-01-30,Yemen,Hudaydah,Houthi extremists (Ansar Allah),0,0,"Business,Military"
7823,2019-01-30,Afghanistan,Chimtal district,Taliban,7,0,"Private Citizens & Property,Police,Military"
7824,2019-01-30,Afghanistan,Pur Chaman district,Unknown,2,0,Private Citizens & Property
7825,2019-01-30,West Bank and Gaza Strip,Maale Adumim,Palestinian Extremists,1,0,Military
7826,2019-01-30,Philippines,Aritao district,Unknown,1,0,Private Citizens & Property
7827,2019-01-30,Mali,Bamako,Unknown,0,1,Religious Figures/Institutions
7828,2019-01-30,India,Kulgam,Unknown,0,3,"Police,Private Citizens & Property"
7829,2019-01-30,Iraq,Fallujah,Unknown,1,0,Government (General)
7830,2019-01-30,Philippines,Zamboanga City,Islamic State of Iraq and the Levant (ISIL) (suspected),2,4,Religious Figures/Institutions
7831,2019-01-30,Afghanistan,Faizabad,Unknown,8,2,Military
7832,2019-01-29,France,Jarrie,Anarchists,0,0,Telecommunication
7833,2019-01-29,Yemen,Dhubab district,Houthi extremists (Ansar Allah),1,0,Private Citizens & Property
7834,2019-01-29,Pakistan,Jatta Ismail Khel,Unknown,1,1,Private Citizens & Property
7835,2019-01-29,Chile,Mulchen,Unknown,0,0,Business
7836,2019-01-29,Yemen,Hudaydah,Houthi extremists (Ansar Allah) (suspected),Unknown,Unknown,"Government (Diplomatic),Government (General),Private Citizens & Property"
7837,2019-01-29,India,Sarivela,Maoists,0,0,Transportation
7838,2019-01-29,India,Abhanpur,Maoists,0,1,Police
7839,2019-01-27,Afghanistan,Kalaigal,Khorasan Chapter of the Islamic State,4,0,Military
7840,2019-01-29,Ethiopia,Konso district,Unknown,4,0,Private Citizens & Property
7841,2019-01-29,Pakistan,Dera Ismail Khan,Unknown,1,0,Police
7842,2019-01-29,Afghanistan,Duam,Taliban,4,0,Police
7843,2019-01-29,Afghanistan,Unknown,Unknown,0,0,Military
7844,2019-01-29,Afghanistan,Kunduz,Taliban,1,0,Military
7845,2019-01-29,Afghanistan,Kandahar,Unknown,1,0,Government (General)
7846,2019-01-29,Iran,Zahedan,Jaish al-Adl,0,3,Police
7847,2019-01-29,Iran,Zahedan,Jaish al-Adl,0,0,Police
7848,2019-01-29,Philippines,Kabankalan district,New People's Army (NPA),1,0,Police
7849,2019-01-29,Philippines,Patagon,New People's Army (NPA),3,0,Private Citizens & Property
7850,2019-01-29,Pakistan,Sui,Unknown,0,0,Business
7851,2019-01-29,Syria,Idlib,Unknown,Unknown,Unknown,Private Citizens & Property
7852,2019-01-29,Pakistan,Loralai,Tehrik-i-Taliban Pakistan (TTP),12,21,"Police,Private Citizens & Property"
7853,2019-01-29,Syria,Idlib,Islamic State of Iraq and the Levant (ISIL) (suspected),1,2,"Terrorists/Non-state Militia,Private Citizens & Property"
7854,2019-01-29,Mali,Kewa,Dozo militia,2,Unknown,Private Citizens & Property
7855,2019-01-29,Somalia,Mogadishu,Al-Shabaab,4,0,Business
7856,2019-01-29,Somalia,Mogadishu,Al-Shabaab,2,5,Police
7857,2019-01-29,Syria,Manbij,Islamic State of Iraq and the Levant (ISIL),0,1,Terrorists/Non-state Militia
7858,2019-01-29,Mali,Tarkint,Muslim extremists,0,0,Utilities
7859,2019-01-29,Mali,Tarkint,Muslim extremists,0,0,Utilities
7860,2019-01-29,Mali,Tarkint,Jamaat Nusrat al-Islam wal Muslimin (JNIM),3,10,Military
7861,2019-01-29,Iraq,Dibis,Islamic State of Iraq and the Levant (ISIL),1,2,Police
7862,2019-01-29,Iraq,Tarmiyah,Islamic State of Iraq and the Levant (ISIL),3,1,Business
7863,2019-01-28,Yemen,Hudaydah,Houthi extremists (Ansar Allah),Unknown,Unknown,"Military,Private Citizens & Property"
7864,2019-01-28,United States,White Sulphur Springs,Anti-Semitic extremists,0,0,Educational Institution
7865,2019-01-28,Yemen,Sanaa,Houthi extremists (Ansar Allah),Unknown,Unknown,NGO
7866,2019-01-28,South Africa,Sedibeng district,Unknown,0,0,Government (General)
7867,2019-01-28,Yemen,Quhaifa,Houthi extremists (Ansar Allah),1,0,Private Citizens & Property
7868,2019-01-28,France,Grenoble,Anarchists,0,0,Journalists & Media
7869,2019-01-28,Indonesia,Mapenduma,Free Papua Movement (OPM-Organisasi Papua Merdeka),1,1,Military
7870,2019-01-28,India,Mendhar,Unknown,0,1,Military
7871,2019-01-28,Iraq,Anah district,Islamic State of Iraq and the Levant (ISIL),3,0,Private Citizens & Property
7872,2019-01-28,Nigeria,Molai,Boko Haram,4,Unknown,Private Citizens & Property
7873,2019-01-28,Nigeria,Unknown,Unknown,0,0,Government (General)
7874,2019-01-28,India,Tral,Unknown,0,1,Military
7875,2019-01-28,India,Mahupadar,Communist Party of India - Maoist (CPI-Maoist),0,2,Transportation
7876,2019-01-28,Afghanistan,Bodana Qala,Taliban,3,1,Police
7877,2019-01-28,Afghanistan,Bodana Qala,Taliban,3,2,Police
7878,2019-01-28,Philippines,Magpet,New People's Army (NPA),1,7,Police
7879,2019-01-28,Ethiopia,Amaro,Oromo Liberation Front,2,0,Private Citizens & Property
7880,2019-01-28,Niger,Filin Barka,Boko Haram,4,3,"Private Citizens & Property,Private Citizens & Property,Private Citizens & Property"
7881,2019-01-28,Nigeria,Rann,Boko Haram,60,Unknown,Private Citizens & Property
7882,2019-01-28,Iraq,Dayr,Unknown,0,0,Business
7883,2019-01-27,Afghanistan,Kandahar,Taliban,1,0,Government (General)
7884,2019-01-27,Afghanistan,Nahri Saraj district,Unknown,1,8,"Military,Private Citizens & Property"
7885,2019-01-28,Yemen,Mukha,"Houthi extremists (Ansar Allah),Al-Qaida in the Arabian Peninsula (AQAP) (suspected),Islamic State of Iraq and the Levant (ISIL) (suspected)",6,20,Private Citizens & Property
7886,2019-01-28,Afghanistan,Arghistan district,Taliban,5,0,Police
7887,2019-01-28,Mali,Toye,Jamaat Nusrat al-Islam wal Muslimin (JNIM),1,2,Military
7888,2019-01-28,Burkina Faso,Nassoumbou,Jamaat Nusrat al-Islam wal Muslimin (JNIM),4,4,Military
7889,2019-01-28,Syria,Afrin,Unknown,1,0,Private Citizens & Property
7890,2019-01-28,Syria,Azaz,Unknown,1,5,Private Citizens & Property
7891,2019-01-27,Afghanistan,Ghazni,Taliban,0,0,Military
7892,2019-01-27,Afghanistan,Ghazni,Taliban,0,0,Military
7893,2019-01-27,Mexico,Centro,Unknown,2,1,Private Citizens & Property
7894,2019-01-27,Yemen,Taizz,Unknown,1,0,Military
7895,2019-01-23,Sudan,Kura,Unknown,2,0,Private Citizens & Property
7896,2019-01-27,Burundi,Bujumbura,Unknown,0,8,Business
7897,2019-01-27,India,Jarawandi,Communist Party of India - Maoist (CPI-Maoist),1,0,Private Citizens & Property
7898,2019-01-27,India,Ahagom,Jaish-e-Mohammad (JeM),0,0,Military
7899,2019-01-27,Afghanistan,Nad Ali district,Taliban,2,3,Private Citizens & Property
7900,2019-01-27,Afghanistan,Loy Manda,Taliban,0,2,Private Citizens & Property
7901,2019-01-27,Afghanistan,Kunduz,Taliban,2,0,Military
7902,2019-01-27,Iraq,Mukayshifah,Islamic State of Iraq and the Levant (ISIL),2,1,Police
7903,2019-01-27,Yemen,Shibam,Al-Qaida in the Arabian Peninsula (AQAP),0,2,Military
7904,2019-01-27,Nigeria,Lomani,Boko Haram,0,6,Military
7905,2019-01-27,Nigeria,Ajiri,Boko Haram,0,0,Military
7906,2019-01-27,Iraq,Jihad,Unknown,0,0,Government (General)
7907,2019-01-27,Iraq,Naddas,Islamic State of Iraq and the Levant (ISIL),2,0,Private Citizens & Property
7908,2019-01-27,Iraq,Unknown,Islamic State of Iraq and the Levant (ISIL),0,2,Private Citizens & Property
7909,2019-01-27,Iraq,Shirqat district,Islamic State of Iraq and the Levant (ISIL),2,3,"Police,Private Citizens & Property"
7910,2019-01-27,Iraq,Khanukah,Islamic State of Iraq and the Levant (ISIL),2,5,"Transportation,Police"
7911,2019-01-27,Somalia,Mogadishu,"Jabha East Africa,Al-Shabaab",1,0,Military
7912,2019-01-27,Somalia,Mogadishu,Al-Shabaab,1,0,Military
7913,2019-01-27,Burkina Faso,Sikire,Muslim extremists,10,2,Private Citizens & Property
7914,2019-01-27,Philippines,Jolo,"Islamic State of Iraq and the Levant (ISIL) (suspected),Abu Sayyaf Group (ASG),Jamaah Ansharut Daulah",12,50,"Military,Private Citizens & Property"
7915,2019-01-27,Philippines,Jolo,"Islamic State of Iraq and the Levant (ISIL) (suspected),Abu Sayyaf Group (ASG),Jamaah Ansharut Daulah",12,51,Religious Figures/Institutions
7916,2019-01-27,Afghanistan,Chimtal district,Taliban,Unknown,4,Police
7917,2019-01-27,Afghanistan,Mazari Sharif,Unknown,0,0,Government (Diplomatic)
7918,2019-01-26,Yemen,Najd Qurayn,Houthi extremists (Ansar Allah),1,1,Private Citizens & Property
7919,2019-01-26,Syria,Kafr Nabl,Hay'at Tahrir al-Sham,Unknown,Unknown,Private Citizens & Property
7920,2019-01-26,Philippines,Bacolod,Unknown,1,0,Police
7921,2019-01-26,Yemen,Sabah,Houthi extremists (Ansar Allah),1,0,Private Citizens & Property
7922,2019-01-26,Chile,Melefquen,Mapuche extremists,0,0,Maritime
7923,2019-01-26,India,Nowdal,Jaish-e-Mohammad (JeM),0,0,Police
7924,2019-01-26,Afghanistan,Unknown,Taliban,2,2,"Transportation,Military"
7925,2019-01-25,Afghanistan,Chashma Shir,Unknown,2,4,"Government (General),Private Citizens & Property"
7926,2019-01-26,Yemen,Mustaba district,Houthi extremists (Ansar Allah),8,30,Private Citizens & Property
7927,2019-01-26,India,Imphal,People's Revolutionary Party of Kangleipak (PREPAK),0,0,Government (General)
7928,2019-01-26,Thailand,Bangkok,Unknown,0,0,Private Citizens & Property
7929,2019-01-26,Cameroon,Gossi,Boko Haram,0,0,"Private Citizens & Property,Educational Institution,Business"
7930,2019-01-26,Cameroon,Tofou,Boko Haram,0,0,"Private Citizens & Property,Educational Institution,Business"
7931,2019-01-26,Afghanistan,Mizan district,Taliban,2,Unknown,Police
7932,2019-01-26,Afghanistan,Surkhsang,Taliban,6,Unknown,Police
7933,2019-01-26,Afghanistan,Surkhsang,Taliban,6,Unknown,Police
7934,2019-01-26,Iran,Bandar Imam Khomeini,Arab Liberation of Al-Ahvaz,2,0,Police
7935,2019-01-26,Iraq,Khanaqin,Islamic State of Iraq and the Levant (ISIL),0,2,Police
7936,2019-01-26,Iraq,Baghdad,Unknown,0,0,Unknown
7937,2019-01-26,Kenya,Nairobi,Al-Shabaab,0,2,"Private Citizens & Property,Private Citizens & Property"
7938,2019-01-26,Thailand,Chehe,Unknown,0,0,Military
7939,2019-01-26,Thailand,Khokin,Unknown,0,0,Military
7940,2019-01-26,Yemen,Sabah,Houthi extremists (Ansar Allah),1,2,Private Citizens & Property
7941,2019-01-26,Somalia,Fiidow,Al-Shabaab,Unknown,Unknown,Military
7942,2019-01-26,Afghanistan,Kunduz,Taliban,4,0,Police
7943,2019-01-26,Afghanistan,Jalalabad,Khorasan Chapter of the Islamic State,0,2,Private Citizens & Property
7944,2019-01-26,Colombia,Ocana district,National Liberation Army of Colombia (ELN),0,0,Unknown
7945,2019-01-26,Syria,Baghuz,Islamic State of Iraq and the Levant (ISIL),15,0,Terrorists/Non-state Militia
7946,2019-01-25,Yemen,Durayhami district,Houthi extremists (Ansar Allah),1,0,Private Citizens & Property
7947,2019-01-25,Yemen,Bayda,Houthi extremists (Ansar Allah) (suspected),3,0,Military
7948,2019-01-25,Niger,Tillakaina,Unknown,1,1,Police
7949,2019-01-25,Nigeria,Tudu-Uku,Bassa Kwomu extremists,3,0,"Private Citizens & Property,Private Citizens & Property"
7950,2019-01-25,Cameroon,Bamenda,Unknown,Unknown,Unknown,Educational Institution
7951,2019-01-25,Cameroon,Buea,Unknown,Unknown,Unknown,Private Citizens & Property
7952,2019-01-24,Yemen,Hudaydah,Houthi extremists (Ansar Allah),0,0,Government (Diplomatic)
7953,2019-01-25,Greece,Katerini,Unknown,0,0,Government (General)
7954,2019-01-25,Nigeria,Banki,Boko Haram,0,0,Military
7955,2019-01-25,India,Srinagar,Jaish-e-Mohammad (JeM),0,0,Police
7956,2019-01-25,India,Midora,Jaish-e-Mohammad (JeM),0,0,Police
7957,2019-01-25,India,Srinagar,Jaish-e-Mohammad (JeM),0,0,Police
7958,2019-01-25,India,Sopore,Jaish-e-Mohammad (JeM),0,0,Police
7959,2019-01-25,India,Keegam,Jaish-e-Mohammad (JeM),0,0,Police
7960,2019-01-25,India,Tahab,Jaish-e-Mohammad (JeM),0,0,Police
7961,2019-01-25,India,Srigufwara,Jaish-e-Mohammad (JeM),0,0,Police
7962,2019-01-25,India,Anantnag,Jaish-e-Mohammad (JeM),0,2,Police
7963,2019-01-25,Philippines,Valentina,New People's Army (NPA),1,0,Government (General)
7964,2019-01-25,Iraq,Abu Karmah,Islamic State of Iraq and the Levant (ISIL),0,0,Military
7965,2019-01-25,Afghanistan,Tala Wa Barfak district,Taliban,5,20,Private Citizens & Property
7966,2019-01-25,Somalia,Afgoye,"Jabha East Africa,Al-Shabaab",6,0,"Private Citizens & Property,Military"
7967,2019-01-25,Somalia,Afmadow district,Al-Shabaab,8,Unknown,Military
7968,2019-01-25,Pakistan,Mir Ali,Tehrik-i-Taliban Pakistan (TTP),0,2,"Private Citizens & Property,Military"
7969,2019-01-25,Thailand,Basaweng,Anti-Government extremists (suspected),0,6,"Police,Private Citizens & Property"
7970,2019-01-25,Mali,Keerana,Jamaat Nusrat al-Islam wal Muslimin (JNIM),2,6,Government (Diplomatic)
7971,2019-01-24,Yemen,Jawa'a Mountains,Houthi extremists (Ansar Allah),2,1,Military
7972,2019-01-24,Yemen,Wadi Jisr,Houthi extremists (Ansar Allah),2,2,Military
7973,2019-01-24,Yemen,Al-Dhaaha,Houthi extremists (Ansar Allah),2,2,Military
7974,2019-01-24,Mozambique,Goludo,Unknown,Unknown,Unknown,Private Citizens & Property
7975,2019-01-24,Colombia,Balboa district,Unknown,0,0,Police
7976,2019-01-24,Syria,Jarabulus,People's Protection Units (YPG),0,0,Business
7977,2019-01-24,Syria,Qabasin,People's Protection Units (YPG),0,3,Private Citizens & Property
7978,2019-01-24,Syria,Al-Rai,People's Protection Units (YPG),0,0,Unknown
7979,2019-01-24,Syria,Bab,People's Protection Units (YPG),2,10,Transportation
7980,2019-01-24,Yemen,Unknown,Houthi extremists (Ansar Allah),0,0,Business
7981,2019-01-17,Nigeria,Unknown,Boko Haram,0,0,Government (General)
7982,2019-01-24,India,Suravidu,Maoists,0,0,Business
7983,2019-01-23,India,Bhamragad,Communist Party of India - Maoist (CPI-Maoist),1,0,Private Citizens & Property
7984,2019-01-24,India,Kalyanpur,Unknown,1,0,Violent Political Party
7985,2019-01-24,Syria,Damascus,Unknown,0,0,Private Citizens & Property
7986,2019-01-24,Afghanistan,Baqal,Taliban,10,15,Military
7987,2019-01-24,Afghanistan,Sayyad district,Taliban,2,4,Private Citizens & Property
7988,2019-01-24,Syria,Baghuz,Islamic State of Iraq and the Levant (ISIL),50,Unknown,Terrorists/Non-state Militia
7989,2019-01-24,Philippines,Datu Ito Andang,New People's Army (NPA),0,2,Military
7990,2019-01-24,Pakistan,Turbat,Unknown,0,9,"Military,Private Citizens & Property"
7991,2019-01-24,Burkina Faso,Mansila,Jamaat Nusrat al-Islam wal Muslimin (JNIM),0,0,Police
7992,2019-01-24,Central African Republic,Ippy,Union for Peace in Central Africa (UPC),18,23,Private Citizens & Property
7993,2019-01-24,Iraq,Hantah,Islamic State of Iraq and the Levant (ISIL),Unknown,Unknown,Private Citizens & Property
7994,2019-01-24,Yemen,Maqbanah district,Houthi extremists (Ansar Allah),1,1,Military
7995,2019-01-24,Yemen,Sabri,Houthi extremists (Ansar Allah),2,1,Military
7996,2019-01-24,Myanmar,Maungdaw,"Arakan Rohingya Salvation Army (ARSA),Arakan Army (AA)",0,3,Police
7997,2019-01-24,Pakistan,Ghulam Khan,Unknown,0,2,Private Citizens & Property
7998,2019-01-24,Democratic Republic of the Congo,Beni district,Allied Democratic Forces (ADF),3,2,Private Citizens & Property
7999,2019-01-24,Colombia,Bello,Revolutionary Armed Forces of Colombia (FARC) dissidents,Unknown,Unknown,Private Citizens & Property
8000,2019-01-24,Mali,Douentza,Unknown,0,1,Government (Diplomatic)
8001,2019-01-23,United States,Washington,Conspiracy theory extremists,0,0,Business
8002,2019-01-21,Iraq,Sar Zerri,Kurdistan Workers' Party (PKK),Unknown,Unknown,Private Citizens & Property
8003,2019-01-23,Iraq,Fallujah district,Unknown,0,2,Private Citizens & Property
8004,2019-01-23,Nigeria,Ajiri,Boko Haram,3,0,Military
8005,2019-01-23,Nigeria,Geidam,Boko Haram,2,Unknown,"Military,Private Citizens & Property"
8006,2019-01-23,Greece,Giannitsa,Unknown,0,0,Government (General)
8007,2019-01-23,Somalia,Bosaso,Jabha East Africa,1,2,Private Citizens & Property
8008,2019-01-22,Pakistan,Nawagai,Unknown,0,0,Private Citizens & Property
8009,2019-01-23,Libya,Derna,Derna Protection Force (DPF),1,0,Military
8010,2019-01-23,Somalia,Mogadishu,Al-Shabaab,1,0,Government (General)
8011,2019-01-23,Somalia,Mogadishu,Al-Shabaab,1,0,Private Citizens & Property
8012,2019-01-23,Somalia,Mogadishu,Al-Shabaab,0,4,Private Citizens & Property
8013,2019-01-23,Somalia,Baidoa,Al-Shabaab,0,3,Government (General)
8014,2019-01-23,Pakistan,Gurbaz Bayankhel,Unknown,1,1,Unknown
8015,2019-01-23,Democratic Republic of the Congo,Kisalala,Union of Congolese Patriots (UPC),0,0,Government (Diplomatic)
8016,2019-01-23,Afghanistan,Kabul,Unknown,1,1,Religious Figures/Institutions
8017,2019-01-23,Colombia,Media Aqua,Unknown,1,0,Military
8018,2019-01-23,Iraq,Riyadh,Islamic State of Iraq and the Levant (ISIL),2,3,Police
8019,2019-01-22,Colombia,Remedios,National Liberation Army of Colombia (ELN),0,0,Military
8020,2019-01-22,Afghanistan,Qarghayi district,Taliban,2,0,Military
8021,2019-01-22,India,Pahu,Unknown,0,0,Military
8022,2019-01-22,Colombia,Saravena district,National Liberation Army of Colombia (ELN),2,2,"Police,Private Citizens & Property"
8023,2019-01-22,Israel,Unknown,Hamas (Islamic Resistance Movement),0,0,Military
8024,2019-01-22,Yemen,Taizz,Houthi extremists (Ansar Allah),0,12,Private Citizens & Property
8025,2019-01-22,Cameroon,Unknown,Separatists (suspected),0,0,Business
8026,2019-01-22,India,Chennapuram,Maoists,0,2,Government (General)
8027,2019-01-22,Pakistan,Karachi,Unknown,1,0,Religious Figures/Institutions
8028,2019-01-22,Afghanistan,Almar district,Taliban,1,1,"Police,Terrorists/Non-state Militia"
8029,2019-01-22,Philippines,Talisay district,Unknown,3,3,"Government (General),Government (General)"
8030,2019-01-22,Afghanistan,Tarin Kot district,Taliban,1,0,Military
8031,2019-01-21,West Bank and Gaza Strip,Nablus,Palestinian Extremists,1,0,Military
8032,2019-01-22,Syria,Lattakia,Unknown,1,14,Private Citizens & Property
8033,2019-01-22,Somalia,Mogadishu,Al-Shabaab,2,1,"Military,Private Citizens & Property"
8034,2019-01-22,Democratic Republic of the Congo,Largu,Unknown,4,6,Military
8035,2019-01-22,Democratic Republic of the Congo,Lubero district,Mai Mai Charles Militia,Unknown,Unknown,Maritime
8036,2019-01-21,Democratic Republic of the Congo,Kana,Lord's Resistance Army (LRA),Unknown,Unknown,Private Citizens & Property
8037,2019-01-20,Democratic Republic of the Congo,Niangara,Lord's Resistance Army (LRA),0,1,Private Citizens & Property
8038,2019-01-22,Mali,Tin Sackou,Unknown,0,0,Business
8039,2019-01-21,Yemen,Hudaydah,Houthi extremists (Ansar Allah),1,2,Business
8040,2019-01-21,Nepal,Diding Danda Gaun,Unknown,0,0,Business
8041,2019-01-21,Egypt,Banha,Unknown,0,0,Utilities
8042,2019-01-21,Venezuela,Caracas,Right-wing extremists,0,0,"Police,Military"
8043,2019-01-21,Iraq,Imam Weis,Islamic State of Iraq and the Levant (ISIL),1,0,Police
8044,2019-01-21,Iraq,Abu Sayda,Islamic State of Iraq and the Levant (ISIL),1,1,Police
8045,2019-01-21,Afghanistan,Tepa Qishlaq,Taliban,1,1,Private Citizens & Property
8046,2019-01-21,Afghanistan,Hairatan,Unknown,3,0,Police
8047,2019-01-21,Syria,Al-Shadadi,Islamic State of Iraq and the Levant (ISIL) (suspected),1,0,"Military,Terrorists/Non-state Militia"
8048,2019-01-21,Yemen,Hudaydah,Houthi extremists (Ansar Allah),0,0,Private Citizens & Property
8049,2019-01-20,Colombia,Cubara district,National Liberation Army of Colombia (ELN),0,0,Unknown
8050,2019-01-21,Pakistan,Gedar,Baloch Liberation Army (BLA),Unknown,Unknown,Military
8051,2019-01-21,Somalia,Mogadishu,Al-Shabaab (suspected),0,5,"Other,Other"
8052,2019-01-21,Mali,Toye,Jamaat Nusrat al-Islam wal Muslimin (JNIM),1,0,Military
8053,2019-01-21,Democratic Republic of the Congo,Mapobu Carriere,Allied Democratic Forces (ADF),Unknown,8,Military
8054,2019-01-20,Afghanistan,Safid Sang,Taliban,9,15,Government (General)
8055,2019-01-21,Afghanistan,Maydan Shahr district,Taliban,129,54,Government (General)
8056,2019-01-21,Philippines,Cotabato City,Unknown,0,0,Government (General)
8057,2019-01-21,Philippines,Maragondon,New People's Army (NPA),0,0,Business
8058,2019-01-20,Yemen,Hays district,Houthi extremists (Ansar Allah),1,1,Private Citizens & Property
8059,2019-01-20,Nigeria,Shattimari,Boko Haram,1,0,Private Citizens & Property
8060,2019-01-20,Yemen,Kadaiha,Houthi extremists (Ansar Allah),2,0,Unknown
8061,2019-01-20,Yemen,Hudaydah,Houthi extremists (Ansar Allah),Unknown,Unknown,Government (General)
8062,2019-01-20,Central African Republic,Zaorosongou,"Return, Reclamation, Rehabilitation (3R),Fulani extremists",13,0,"Private Citizens & Property,Military,Religious Figures/Institutions"
8063,2019-01-20,India,Kasansur,Communist Party of India - Maoist (CPI-Maoist),3,Unknown,"Private Citizens & Property,Private Citizens & Property"
8064,2019-01-20,Nigeria,Bare,Fulani extremists,0,0,"Religious Figures/Institutions,Private Citizens & Property"
8065,2019-01-20,Yemen,Hudaydah,Houthi extremists (Ansar Allah),Unknown,Unknown,Government (General)
8066,2019-01-20,Iraq,Sherk,Islamic State of Iraq and the Levant (ISIL),2,0,Police
8067,2019-01-20,Philippines,Cotabato City,Unknown,0,0,Government (General)
8068,2019-01-20,Afghanistan,Unknown,Taliban,Unknown,Unknown,Maritime
8069,2019-01-20,Afghanistan,Surkhsang,Taliban,9,15,Police
8070,2019-01-20,Afghanistan,Farah,Taliban,5,Unknown,Police
8071,2019-01-20,Mozambique,Maganja,Ansar al-Sunna (Mozambique),1,0,Utilities
8072,2019-01-20,Nigeria,Buni Yadi,Boko Haram,Unknown,4,Military
8073,2019-01-19,Colombia,Mallama district,National Liberation Army of Colombia (ELN),0,0,Utilities
8074,2019-01-20,Yemen,Unknown,Houthi extremists (Ansar Allah),5,1,NGO
8075,2019-01-20,Syria,Damascus,Abu Amarah Battalion,Unknown,Unknown,"Military,Private Citizens & Property"
8076,2019-01-20,Syria,Afrin,Kurdistan Workers' Party (PKK),0,0,"Police,Private Citizens & Property"
8077,2019-01-20,Syria,Afrin,Kurdistan Workers' Party (PKK),3,9,Transportation
8078,2019-01-20,Kenya,Shimbirey,Al-Shabaab,0,4,Business
8079,2019-01-20,Kenya,Shimbirey,Al-Shabaab,0,0,Private Citizens & Property
8080,2019-01-20,Afghanistan,Unknown,Unknown,0,0,Educational Institution
8081,2019-01-20,Mali,Aguelhoc,Jamaat Nusrat al-Islam wal Muslimin (JNIM),11,24,Government (Diplomatic)
8082,2019-01-19,Yemen,Maafer district,Abu Abbas Brigade,1,0,Military
8083,2019-01-19,Mozambique,Darumba,Unknown,6,0,Private Citizens & Property
8084,2019-01-19,Mali,Niondo,Unknown,1,Unknown,Private Citizens & Property
8085,2019-01-19,Nepal,Baraha Tal,Communist Party of Nepal - Maoist (CPN-Maoist-Chand),0,0,Private Citizens & Property
8086,2019-01-18,Indonesia,Puncak district,Unknown,1,0,Military
8087,2019-01-19,Nigeria,Baga,Boko Haram,5,0,Military
8088,2019-01-19,Pakistan,Arandu,Hizb-ul-Ahrar (HuA),1,0,Police
8089,2019-01-19,Mexico,Santa Rosalia,Unknown,1,0,Journalists & Media
8090,2019-01-19,Nepal,Bheriganga,Communist Party of Nepal - Maoist (CPN-Maoist-Chand),0,0,Private Citizens & Property
8091,2019-01-19,Myanmar,Sittwe district,Arakan Army (AA),Unknown,Unknown,"Religious Figures/Institutions,Private Citizens & Property"
8092,2019-01-19,Philippines,Tacpao,New People's Army (NPA),0,Unknown,Military
8093,2019-01-19,Pakistan,Hayatabad,Unknown,1,0,Private Citizens & Property
8094,2019-01-19,Afghanistan,Zhari district,Unknown,1,3,Police
8095,2019-01-19,United Kingdom,Londonderry,The New Irish Republican Army,0,0,Private Citizens & Property
8096,2019-01-19,United Kingdom,Londonderry,The New Irish Republican Army,0,0,Government (General)
8097,2019-01-19,Mali,Bamako,Unknown,1,0,Religious Figures/Institutions
8098,2019-01-19,India,Anantnag,Unknown,0,1,"Police,Private Citizens & Property"
8099,2019-01-19,Syria,Idlib,Unknown,0,8,Business
8100,2019-01-19,Afghanistan,Gharbi,Taliban (suspected),1,3,Private Citizens & Property
8101,2019-01-19,Somalia,Bar Sanguni,Al-Shabaab,13,Unknown,"Military,Military"
8102,2019-01-18,Somalia,Unknown,Al-Shabaab,Unknown,Unknown,Military
8103,2019-01-19,Somalia,Baidoa,Unknown,2,1,Private Citizens & Property
8104,2019-01-19,Philippines,Kajatian,Abu Sayyaf Group (ASG),1,0,Private Citizens & Property
8105,2019-01-18,Pakistan,Karachi,Unknown,0,2,Educational Institution
