,Date,Country,City,Perpetrator,Fatalities,Injured,Target
904,2019-11-16,Mozambique,Demaio,Central Africa Province of the Islamic State,6,0,Military
905,2019-11-16,Nigeria,Nnewi,Unknown,1,1,Religious Figures/Institutions
906,2019-11-16,Cameroon,Bamenda,Separatists,0,0,Journalists & Media
907,2019-11-16,Nigeria,Gindiri,Unknown,1,0,Government (General)
908,2019-11-16,Philippines,Mabuhay,New People's Army (NPA),0,0,Private Citizens & Property
909,2019-11-16,Mozambique,Mengaleuwa,Central Africa Province of the Islamic State,8,0,Private Citizens & Property
910,2019-11-16,Nigeria,Abocho,Unknown,2,0,Government (General)
911,2019-11-16,India,Amirabad,Hizbul Mujahideen (HM),0,0,Private Citizens & Property
912,2019-11-16,Nigeria,Lokoja,Unknown,2,1,Government (General)
913,2019-11-16,Nigeria,Aiyetoro Gbede,Unknown,0,1,Government (General)
914,2019-11-16,Afghanistan,Darzab district,Taliban (suspected),0,10,Private Citizens & Property
915,2019-11-16,Sri Lanka,Bogoda,Unknown,0,0,Government (General)
916,2019-11-16,Syria,Bab,"Kurdistan Workers' Party (PKK),People's Protection Units (YPG)",18,15,Transportation
917,2019-11-16,Israel,Beersheba,"Hamas (Islamic Resistance Movement),Palestinian Islamic Jihad (PIJ)",0,0,Private Citizens & Property
918,2019-11-16,Afghanistan,Qarabagh district,Unknown,2,2,Government (General)
919,2019-11-15,Thailand,Pa Rai,Unknown,2,1,Police
920,2019-11-15,Iraq,Nasiriyah,Unknown,0,18,Private Citizens & Property
921,2019-11-15,Chad,Unknown,Boko Haram,5,0,Private Citizens & Property
922,2019-11-15,Mozambique,Namenengo,Unknown,0,0,Private Citizens & Property
923,2019-11-15,Mozambique,Ingoane,Unknown,5,0,Private Citizens & Property
924,2019-11-15,Burkina Faso,Yorsala,Unknown,0,0,Military
925,2019-11-15,Nigeria,Unknown,Boko Haram,8,2,Military
926,2019-11-15,Nigeria,Unknown,Boko Haram,9,2,Military
927,2019-11-15,Afghanistan,Khwaja Hijran district,Taliban,4,0,Police
928,2019-11-15,Sri Lanka,Galaha,Unknown,0,0,Private Citizens & Property
929,2019-11-15,Afghanistan,Nad Ali district,Taliban,3,4,Private Citizens & Property
930,2019-11-15,Pakistan,Quetta,Unknown,2,5,Military
931,2019-11-15,Democratic Republic of the Congo,Mbau,Allied Democratic Forces (ADF),15,Unknown,Private Citizens & Property
932,2019-11-15,Iraq,Baghdad,Unknown,3,20,Private Citizens & Property
933,2019-11-15,Iraq,Baghdad,Unknown,3,20,Private Citizens & Property
934,2019-11-15,Somalia,Af-Urur,Al-Shabaab,5,Unknown,Military
935,2019-11-15,Philippines,Luyang,New People's Army (NPA),0,0,Business
936,2019-11-14,Burkina Faso,Namsiguian,Unknown,0,0,Private Citizens & Property
937,2019-11-14,Iraq,Baghdad,Unknown,0,0,Government (General)
938,2019-11-14,Afghanistan,Khalbisat,Unknown,1,2,Private Citizens & Property
939,2019-11-14,Nigeria,Issele-Uku,Fulani extremists,0,1,"Private Citizens & Property,Educational Institution"
940,2019-11-14,Philippines,Poblacion,Unknown,1,0,Government (General)
941,2019-11-14,Israel,Sderot,Palestinian Islamic Jihad (PIJ),0,0,Private Citizens & Property
942,2019-11-14,Israel,Netivot,Popular Resistance Committees,0,0,Private Citizens & Property
943,2019-11-14,India,Bheji,Maoists,0,0,Private Citizens & Property
944,2019-11-14,Yemen,Shaykh Uthman,Unknown,0,2,Military
945,2019-11-14,India,Pantha Chowk,Unknown,0,0,Unknown
946,2019-11-14,Afghanistan,Char Tut,Taliban,4,0,Police
947,2019-11-14,India,Chatra district,Maoists,0,0,Police
948,2019-11-14,Philippines,Kalumboyan,Unknown,2,0,"Government (General),Government (General)"
949,2019-11-14,Pakistan,Chamkani,Hizb-ul-Ahrar (HuA),1,3,Police
950,2019-11-13,Iraq,Unknown,Unknown,1,0,Private Citizens & Property
951,2019-11-13,Ukraine,Unknown,Unknown,0,2,Military
952,2019-11-11,Niger,Boni,Islamic State in the Greater Sahara (ISGS),1,0,Private Citizens & Property
953,2019-11-13,Myanmar,Thayat Tabin,Arakan Army (AA),3,2,Military
954,2019-11-13,Nigeria,Mallam Fatori,Boko Haram,3,6,Military
955,2019-11-13,Mozambique,Fungi,Unknown,0,0,Private Citizens & Property
956,2019-11-13,Mozambique,Quibunjo,Unknown,0,0,Private Citizens & Property
957,2019-11-13,Mozambique,Ponta Nssemo,Unknown,7,2,Private Citizens & Property
958,2019-11-13,Saudi Arabia,Unknown,Unknown,1,0,Military
959,2019-11-13,Yemen,Unknown,Houthi extremists (Ansar Allah),6,3,Military
960,2019-11-13,West Bank and Gaza Strip,Gaza,Palestinian Islamic Jihad (PIJ),0,1,NGO
961,2019-11-13,Israel,Ashkelon,Palestinian Islamic Jihad (PIJ),0,1,Business
962,2019-11-13,Yemen,Hays district,Houthi extremists (Ansar Allah),0,0,Military
963,2019-11-13,Yemen,Unknown,Houthi extremists (Ansar Allah),0,0,Unknown
964,2019-11-13,Somalia,Beledweyne,Al-Shabaab,5,0,Private Citizens & Property
965,2019-11-13,Somalia,Adayga,Al-Shabaab,2,0,Government (General)
966,2019-11-13,Yemen,Marib,Houthi extremists (Ansar Allah),5,10,Military
967,2019-11-13,India,Tral,Hizbul Mujahideen (HM),1,0,Business
968,2019-11-12,Tanzania,Ngongo,Central Africa Province of the Islamic State,6,7,Private Citizens & Property
969,2019-11-13,Afghanistan,Unknown,Taliban,0,0,Government (Diplomatic)
970,2019-11-13,Indonesia,Medan,Jamaah Ansharut Daulah,1,6,Police
971,2019-11-13,Afghanistan,Kabul,Taliban,13,20,"Business,Private Citizens & Property"
972,2019-11-12,Yemen,Ghaydah,Houthi extremists (Ansar Allah),0,0,"Government (General),Private Citizens & Property"
973,2019-11-12,Mali,Dire,Jamaat Nusrat al-Islam wal Muslimin (JNIM),0,0,"Military,Police,Police"
974,2019-11-12,Mozambique,Lucuamba,Central Africa Province of the Islamic State,8,0,Private Citizens & Property
975,2019-11-12,Afghanistan,Tangi Qarchaghi,Taliban,3,0,Police
976,2019-11-12,Iraq,Rashad,Unknown,1,0,Police
977,2019-11-12,Libya,Benghazi,Unknown,0,1,Government (General)
978,2019-11-12,Afghanistan,Puli Alam,Taliban,1,0,Military
979,2019-11-12,Israel,Eshkol regional council,Palestinian Islamic Jihad (PIJ),0,0,Private Citizens & Property
980,2019-11-12,Israel,Unknown,Palestinian Islamic Jihad (PIJ),0,0,Utilities
981,2019-11-12,Israel,Unknown,Palestinian Islamic Jihad (PIJ),0,0,Utilities
982,2019-11-12,Israel,Sderot,Palestinian Islamic Jihad (PIJ),0,0,Private Citizens & Property
983,2019-11-12,Israel,Netivot,Palestinian Islamic Jihad (PIJ),0,0,Private Citizens & Property
984,2019-11-12,Israel,Rishon LeZion,Palestinian Islamic Jihad (PIJ),0,0,Private Citizens & Property
985,2019-11-12,Israel,Shtulim,Palestinian Islamic Jihad (PIJ),0,1,Private Citizens & Property
986,2019-11-12,Israel,Sderot,Palestinian Islamic Jihad (PIJ),0,0,Business
987,2019-11-12,Nigeria,Wukari,Tiv Militia (suspected),1,Unknown,"Private Citizens & Property,Educational Institution"
988,2019-11-12,Nigeria,Fadan Karshe,Unknown,3,0,Police
989,2019-11-12,Yemen,Hamra,Houthi extremists (Ansar Allah),7,Unknown,Private Citizens & Property
990,2019-11-12,Mozambique,Mutare,Unknown,0,3,Transportation
991,2019-11-12,Nepal,Mathiya,Unknown,0,1,Police
992,2019-11-12,Yemen,Jadeed,Unknown,0,0,Unknown
993,2019-11-12,Afghanistan,Iskan,Taliban,1,0,Government (General)
994,2019-11-12,Afghanistan,Iskan,Taliban,1,0,Government (General)
995,2019-11-12,Pakistan,Lehri,Unknown,1,0,Private Citizens & Property
996,2019-11-12,Pakistan,North Waziristan district,Unknown,3,1,Military
997,2019-11-11,Afghanistan,Bazar-e-Zekher,Taliban,Unknown,Unknown,Military
998,2019-11-11,Iraq,Baghdad,Unknown,0,0,Educational Institution
999,2019-11-11,Iraq,Baghdad,Unknown,0,0,Private Citizens & Property
1000,2019-11-11,Saudi Arabia,Riyadh,Al-Qaida in the Arabian Peninsula (AQAP),0,4,Private Citizens & Property
1001,2019-11-11,Afghanistan,Jinawa,Taliban,5,0,Police
1002,2019-11-11,Afghanistan,Tanai,Unknown,1,4,Private Citizens & Property
1003,2019-11-11,India,Langthabal Kunja,Unknown,0,0,Business
1004,2019-11-11,Pakistan,Quetta,Unknown,0,9,Police
1005,2019-11-11,Somalia,Muuri,Al-Shabaab,Unknown,Unknown,Military
1006,2019-11-11,Burkina Faso,Foutouri,Unknown,3,2,Police
1007,2019-11-11,Afghanistan,Alisher,Taliban,6,0,Police
1008,2019-11-11,Afghanistan,Alisher,Taliban,0,4,Police
1009,2019-11-11,Syria,Qamishli,"People's Protection Units (YPG),Islamic State of Iraq and the Levant (ISIL)",3,10,Business
1010,2019-11-11,Syria,Qamishli,"People's Protection Units (YPG),Islamic State of Iraq and the Levant (ISIL)",3,11,Private Citizens & Property
1011,2019-11-11,Syria,Zar,Islamic State of Iraq and the Levant (ISIL),2,1,"Religious Figures/Institutions,Religious Figures/Institutions"
1012,2019-11-11,Egypt,Kafr al-Hasafa,Unknown,3,0,Police
1013,2019-11-11,Philippines,Pinanag-an,New People's Army (NPA),7,20,Military
1014,2019-11-10,Iraq,Baghdad,Unknown,0,48,Police
1015,2019-11-10,Somalia,Kismayo,Al-Shabaab,Unknown,Unknown,Military
1016,2019-11-10,Afghanistan,Dahan-e-Alander,Taliban,1,0,Military
1017,2019-11-10,Sri Lanka,Vakarai,Tamil Makkal Viduthalai Pulikal (TMVP) (suspected),0,Unknown,Private Citizens & Property
1018,2019-11-10,Afghanistan,Chamkani district,Taliban,4,0,Unknown
1019,2019-11-10,Afghanistan,Haji Mehrab,Taliban,2,3,Private Citizens & Property
1020,2019-11-10,Philippines,Gata,Unknown,1,2,"Government (General),Police"
1021,2019-11-10,Iraq,Makhmur,Islamic State of Iraq and the Levant (ISIL),0,5,Government (Diplomatic)
1022,2019-11-10,Belgium,Bilzen,Unknown,0,0,Private Citizens & Property
1023,2019-11-10,Myanmar,Kyone Doe,Unknown,4,10,Police
1024,2019-11-10,Syria,Suluk,"Kurdistan Workers' Party (PKK),People's Protection Units (YPG)",8,20,Private Citizens & Property
1025,2019-11-10,Cameroon,Bambili,Separatists (suspected),1,Unknown,Educational Institution
1026,2019-11-09,Philippines,Tukanalipao,Bangsamoro Islamic Freedom Movement (BIFM),1,2,Military
1027,2019-11-09,Democratic Republic of the Congo,Eringeti,Allied Democratic Forces (ADF),4,0,Private Citizens & Property
1028,2019-11-09,Burkina Faso,Soum district,Unknown,0,0,Unknown
1029,2019-11-09,Afghanistan,Chinarto,Taliban,2,4,Police
1030,2019-11-09,Pakistan,Nawagai,Unknown,0,2,Private Citizens & Property
1031,2019-11-09,Egypt,Rafah,Sinai Province of the Islamic State,2,2,Military
1032,2019-11-08,Afghanistan,Yamgan district,Taliban,1,0,Police
1033,2019-11-08,Afghanistan,Atghar district,Taliban,4,4,Police
1034,2019-11-08,Afghanistan,Feroz Koh,Taliban,2,0,Private Citizens & Property
1035,2019-11-08,Yemen,Husha district,Houthi extremists (Ansar Allah),Unknown,Unknown,Private Citizens & Property
1036,2019-11-08,Yemen,Ghayl Ba Wazir,Unknown,1,0,Unknown
1037,2019-11-08,Syria,Al-Rai,Unknown,3,4,Police
1038,2019-11-08,India,Kondaswali,Maoists,0,0,Private Citizens & Property
1039,2019-11-08,Mali,Sevare,Unknown,0,0,Military
1040,2019-11-08,Mozambique,Zimpinga,"Renamo Military Junta,Mozambique National Resistance Movement (MNR) (suspected)",0,0,Private Citizens & Property
1041,2019-11-08,Somalia,Qooqaani,Al-Shabaab,0,0,Military
1042,2019-11-08,Iraq,Qayyarah,Islamic State of Iraq and the Levant (ISIL),0,0,Military
1043,2019-11-08,Afghanistan,Ahmad Shah Baba Mina,Unknown (suspected),0,0,Unknown
1044,2019-11-08,Cameroon,Yoke,Separatists,1,0,Military
1045,2019-11-07,Iraq,Amsehli,Unknown,1,1,Private Citizens & Property
1046,2019-11-07,Chile,Concepcion,Unknown,0,0,Government (General)
1047,2019-11-07,Iraq,Amarah,Unknown,1,0,Journalists & Media
1048,2019-11-07,Democratic Republic of the Congo,Ngoyo,Mayi Mayi (suspected),0,0,Business
1049,2019-11-07,Nepal,Pokhara,Unknown,0,0,Government (General)
1050,2019-11-07,Greece,Athens,Rubicon (Rouvikonas),0,3,Police
1051,2019-11-07,Afghanistan,Baqi Abad,Taliban,4,0,"Government (General),Government (General)"
1052,2019-11-07,Yemen,Mukha,Houthi extremists (Ansar Allah),0,0,NGO
1053,2019-11-14,South Sudan,Rimenze,Unknown,Unknown,Unknown,Religious Figures/Institutions
1054,2019-11-07,Cameroon,Bamenda,Unknown,Unknown,Unknown,Educational Institution
1055,2019-11-07,Sudan,Dungop,Misseriya Arab Tribesmen,2,2,Private Citizens & Property
1056,2019-11-07,Sudan,Miodol,Misseriya Arab Tribesmen,7,2,Private Citizens & Property
1057,2019-11-07,Nigeria,Damaturu,Boko Haram,1,Unknown,Private Citizens & Property
1058,2019-11-07,Philippines,Piapi,Unknown,1,0,Journalists & Media
1059,2019-11-07,Philippines,Cambanez,Unknown,1,0,Police
1060,2019-11-06,Syria,Afrin district,Unknown,1,0,Private Citizens & Property
1061,2019-11-06,Syria,Rajo,Ahrar al-Sharqiya,1,0,Private Citizens & Property
1062,2019-11-06,Rwanda,Unknown,Unknown,14,0,Private Citizens & Property
1063,2019-11-06,China,Hong Kong,Anti-Government extremists,0,4,"Government (General),Private Citizens & Property"
1064,2019-11-06,Colombia,Simiti,Unknown,0,0,Journalists & Media
1065,2019-11-06,Afghanistan,Mohammad Agha district,Unknown,0,3,Private Citizens & Property
1066,2019-11-06,Afghanistan,Jalalabad,Unknown,0,3,Private Citizens & Property
1067,2019-11-06,Mozambique,Pindanganga,Renamo Military Junta,2,3,Transportation
1068,2019-11-06,Jordan,Jarash,Unknown,0,8,"Tourists,Tourists,Police"
1069,2019-11-06,Afghanistan,Chahar Bolak district,Taliban,7,7,Police
1070,2019-11-06,Afghanistan,Qarqaj,Taliban,6,4,"Military,Police"
1071,2019-11-06,Afghanistan,Unknown,Taliban (suspected),1,0,Educational Institution
1072,2019-11-06,Somalia,Afgoye,Al-Shabaab,1,0,Government (General)
1073,2019-11-06,Tajikistan,Ishkobod,Islamic State of Iraq and the Levant (ISIL),17,0,"Military,Police"
1074,2019-11-05,Thailand,Lam Phaya,Barisan Revolusi Nasional (BRN),0,0,Utilities
1075,2019-11-06,Burkina Faso,Tapoa district,Islamic State in the Greater Sahara (ISGS),37,60,Business
1076,2019-11-06,Nigeria,Damboa district,Boko Haram,19,9,Military
1077,2019-11-06,Yemen,Mukha,Houthi extremists (Ansar Allah),6,0,Terrorists/Non-state Militia
1078,2019-11-05,Afghanistan,Bahrami Shahid district,Unknown,0,0,Unknown
1079,2019-11-05,Afghanistan,Alasay district,Taliban,1,12,Private Citizens & Property
1080,2019-11-05,Syria,Tall Abyad,Kurdistan Workers' Party (PKK),0,0,Private Citizens & Property
1081,2019-11-05,Nigeria,Marte district,Boko Haram,10,Unknown,Military
1082,2019-11-05,Afghanistan,Poshta,Unknown,1,0,Military
1083,2019-11-05,Afghanistan,Kunduz,Taliban,2,4,"Private Citizens & Property,Police"
1084,2019-11-05,Philippines,Mameltac,Unknown,1,0,Government (General)
1085,2019-11-05,Pakistan,Kulachi,Unknown,3,2,Military
1086,2019-11-05,Thailand,Muang Yala district,Barisan Revolusi Nasional (BRN),0,0,Police
1087,2019-11-05,Thailand,Muang Yala district,Barisan Revolusi Nasional (BRN),0,0,Police
1088,2019-11-05,Thailand,Lam Phaya,Barisan Revolusi Nasional (BRN),15,5,"Police,Private Citizens & Property"
1089,2019-11-05,Democratic Republic of the Congo,Kokola,Allied Democratic Forces (ADF),10,Unknown,Private Citizens & Property
1090,2019-11-05,India,Imphal,People's Liberation Army (India),0,6,"Private Citizens & Property,Police"
1091,2019-11-05,Afghanistan,Khost,Taliban,1,3,Military
1092,2019-11-05,Afghanistan,Gizab district,Taliban,50,Unknown,Military
1093,2019-11-05,Cameroon,Bokova,Unknown,0,0,Educational Institution
1094,2019-11-05,Philippines,Kan Islam,Abu Sayyaf Group (ASG),3,0,Military
1095,2019-11-04,Syria,Inkhil,Islamic State of Iraq and the Levant (ISIL),1,0,Government (General)
1096,2019-11-04,Democratic Republic of the Congo,Mandumbi,Mayi Mayi,0,0,Private Citizens & Property
1097,2019-11-05,Nigeria,Gajiganna,Boko Haram,4,2,Private Citizens & Property
1098,2019-11-04,Somalia,Bulobarde,Al-Shabaab,2,0,Military
1099,2019-11-04,India,Banda,People's Liberation Front of India,0,0,"Business,Business"
1100,2019-11-04,Philippines,Manila,Unknown,1,0,Government (General)
1101,2019-11-04,United Kingdom,Belfast,Unknown,0,0,Private Citizens & Property
1102,2019-11-04,Sudan,Nertiti district,Unknown,0,1,Private Citizens & Property
1103,2019-11-04,Sudan,Tinkara,Unknown,0,1,Private Citizens & Property
1104,2019-11-04,Sudan,Tawilah,Unknown,0,1,Private Citizens & Property
1105,2019-11-04,Sudan,Tawilah,Unknown,0,1,Private Citizens & Property
1106,2019-11-04,India,Jagargund,Maoists,1,0,Private Citizens & Property
1107,2019-11-04,Pakistan,Mir Ali,Hizb-ul-Ahrar (HuA),2,1,Military
1108,2019-11-04,Pakistan,Razmak,Hizb-ul-Ahrar (HuA),2,1,Military
1109,2019-11-04,Afghanistan,Shahabuddin,Taliban,8,6,Private Citizens & Property
1110,2019-11-04,India,Srinagar,Unknown,0,0,Private Citizens & Property
1111,2019-11-04,India,Srinagar,Unknown,2,34,"Private Citizens & Property,Police"
1112,2019-11-04,Burkina Faso,Oursi,Jamaat Nusrat al-Islam wal Muslimin (JNIM),10,0,"Police,Private Citizens & Property"
1113,2019-11-03,Myanmar,Kyaukme,Unknown,3,0,"Government (General),Government (General),Private Citizens & Property"
1114,2019-11-03,Colombia,Loma Linda,Unknown,1,0,Private Citizens & Property
1115,2019-11-03,Democratic Republic of the Congo,Chegera Katana,Unknown,1,1,Private Citizens & Property
1116,2019-11-03,Afghanistan,Shahabuddin,Unknown,1,2,Police
1117,2019-11-03,Pakistan,Landi Kotal,Tehrik-i-Taliban Pakistan (TTP),0,0,"Private Citizens & Property,Military"
1118,2019-11-03,Yemen,At Tuhayta district,Houthi extremists (Ansar Allah),2,3,Private Citizens & Property
1119,2019-11-02,Philippines,Santa Cruz,New People's Army (NPA),0,0,Private Citizens & Property
1120,2019-11-02,Afghanistan,Soltani,Unknown,7,0,Private Citizens & Property
1121,2019-11-03,Pakistan,Landi Kotal,Tehrik-i-Taliban Pakistan (TTP),0,0,"Private Citizens & Property,Military"
1122,2019-11-03,Myanmar,Kyauktaw,Arakan Army (AA),1,0,"Government (General),Maritime,Business"
1123,2019-11-03,Democratic Republic of the Congo,Lwemba,Mayi Mayi (suspected),1,1,Journalists & Media
1124,2019-11-03,Afghanistan,Khas Uruzgan district,Taliban,15,Unknown,Unknown
1125,2019-11-03,Philippines,Santa Rosa,New People's Army (NPA),1,0,"Private Citizens & Property,Military"
1126,2019-11-03,Nigeria,Rann,Boko Haram,3,Unknown,Private Citizens & Property
1127,2019-11-03,Philippines,Lapnit,Unknown,1,0,Government (General)
1128,2019-11-03,Burkina Faso,Gaskinde,Unknown,4,0,Government (General)
1129,2019-11-02,Iraq,Baghdad,Unknown,0,0,Private Citizens & Property
1130,2019-11-02,Somalia,Mashaaley,Al-Shabaab,Unknown,Unknown,Military
1131,2019-11-02,Yemen,Mandar,Houthi extremists (Ansar Allah),0,0,Unknown
1132,2019-11-02,Yemen,Jabila,Houthi extremists (Ansar Allah),0,0,Military
1133,2019-11-02,Afghanistan,Unknown,Unknown,0,10,"Police,Military,Private Citizens & Property"
1134,2019-11-02,Mozambique,Miyoe,Muslim extremists,10,0,Private Citizens & Property
1135,2019-11-02,Afghanistan,Darwazbala district,Taliban,12,4,Military
1136,2019-11-02,Pakistan,Balo Khan,Unknown,0,1,Police
1137,2019-11-02,Nigeria,Makurdi,Unknown,2,0,Journalists & Media
1138,2019-11-02,Russia,Moscow,Unknown,2,0,Government (General)
1139,2019-11-02,India,Imphal,Unknown,0,3,"Private Citizens & Property,Military"
1140,2019-11-02,Nigeria,Unknown,Boko Haram,0,0,Unknown
1141,2019-11-02,India,Isanagar,Unknown,0,1,Journalists & Media
1142,2019-11-02,India,Sehjada,Unknown,0,0,Government (General)
1143,2019-11-02,Yemen,Sabira,Houthi extremists (Ansar Allah),0,0,Private Citizens & Property
1144,2019-11-02,Yemen,Masharih,Houthi extremists (Ansar Allah),1,0,Private Citizens & Property
1145,2019-11-02,Syria,Tall Abyad,"Kurdistan Workers' Party (PKK),People's Protection Units (YPG)",13,20,Private Citizens & Property
1146,2019-11-02,Mozambique,Mumu,Ansar al-Sunna (Mozambique),4,Unknown,Private Citizens & Property
1147,2019-11-02,Mali,Bandiagara,Jamaat Nusrat al-Islam wal Muslimin (JNIM),2,6,Military
1148,2019-11-02,Afghanistan,Tahiri,Taliban,9,1,Private Citizens & Property
1149,2019-11-02,Mali,Liptako,Islamic State in the Greater Sahara (ISGS),1,0,Military
1150,2019-11-01,Afghanistan,Khairabad,Taliban,0,0,Unknown
1151,2019-11-01,Israel,Unknown,Palestinian Extremists,0,0,Private Citizens & Property
1152,2019-11-01,Greece,Athens,Unknown,0,2,"Violent Political Party,Police"
1153,2019-11-01,Afghanistan,Aab Frosha,Taliban,1,0,Police
1154,2019-11-01,Burundi,Bujumbura,Unknown,3,3,Business
1155,2019-11-01,Nigeria,Gwon,Boko Haram,6,Unknown,Military
1156,2019-11-02,Afghanistan,Darwazbala district,Taliban,9,8,"Private Citizens & Property,Military,Police"
1157,2019-11-01,Thailand,Paseyawor,Unknown,2,0,Military
1158,2019-11-01,India,Kundalan,Unknown,0,0,Educational Institution
1159,2019-11-01,India,Bonigam,Unknown,0,0,"Violent Political Party,Private Citizens & Property"
1160,2019-11-01,India,Pune,Unknown,0,0,Transportation
1161,2019-10-31,Syria,Tal al-Hawa,Unknown,1,6,Military
1162,2019-11-01,Israel,Sderot,Palestinian Extremists,0,0,Private Citizens & Property
1163,2019-11-01,Mali,Indelimane,Islamic State in the Greater Sahara (ISGS),49,3,Military
1164,2019-10-31,Yemen,Durayhami district,Houthi extremists (Ansar Allah),1,4,Military
1165,2019-10-31,Afghanistan,Karosai,Taliban,0,4,Terrorists/Non-state Militia
1166,2019-10-31,Afghanistan,Unknown,Taliban,0,0,Government (General)
1167,2019-10-31,Afghanistan,Kabul,Unknown,0,1,Private Citizens & Property
1168,2019-10-31,India,Ramgarh district,Maoists,0,0,Business
1169,2019-10-31,Afghanistan,Arghandab district,Taliban,1,0,Private Citizens & Property
1170,2019-10-31,Iraq,Tarmiyah,Islamic State of Iraq and the Levant (ISIL),1,5,Military
1171,2019-10-31,Iraq,Tarmiyah,Islamic State of Iraq and the Levant (ISIL),Unknown,Unknown,Military
1172,2019-10-31,Iraq,Baghdad,Islamic State of Iraq and the Levant (ISIL),1,5,Military
1173,2019-10-27,Egypt,Tofaha,Unknown,Unknown,Unknown,Private Citizens & Property
1174,2019-10-31,West Bank and Gaza Strip,Bethlehem,Palestinian Extremists,0,0,Religious Figures/Institutions
1175,2019-10-31,Afghanistan,Charsiha,Taliban,9,3,Military
1176,2019-10-31,Mozambique,Mbau,Ansar al-Sunna (Mozambique),10,0,Private Citizens & Property
1177,2019-10-31,Thailand,Khao Tum,Unknown,2,0,Military
1178,2019-10-31,Thailand,Mai Kaen district,Unknown,0,0,Police
1179,2019-10-31,Thailand,Thung Yang Daeng,Unknown,0,0,Government (General)
1180,2019-10-31,Israel,Eshkol regional council,Palestinian Extremists,0,0,Private Citizens & Property
1181,2019-10-31,Burkina Faso,Sanaba,Unknown,1,0,Police
1182,2019-10-29,Afghanistan,Jangal Aregh,Taliban,17,14,Unknown
1183,2019-11-01,United Kingdom,Belfast,Unknown,0,0,Private Citizens & Property
1184,2019-10-31,Syria,Afrin,People's Protection Units (YPG) (suspected),8,30,Private Citizens & Property
1185,2019-10-30,Sweden,Solvesborg,"Base Movement,Swedish Animal Rights Militia",0,0,Business
1186,2019-10-30,Mali,Koro,Unknown,4,0,Transportation
1187,2019-10-30,Colombia,La Gabarra,National Liberation Army of Colombia (ELN),0,0,Military
1188,2019-10-30,Mali,Dempary,Unknown,6,Unknown,Private Citizens & Property
1189,2019-10-30,Mozambique,Gorongosa district,Renamo Military Junta,5,0,"Private Citizens & Property,Police"
1190,2019-10-30,Pakistan,Jani Khel,Unknown,2,0,Private Citizens & Property
1191,2019-10-30,Iraq,Tahsiniya,Unknown,0,0,Private Citizens & Property
1192,2019-10-30,Venezuela,Maracay,Unknown,1,Unknown,Military
1193,2019-10-30,Nigeria,Asaba,Unknown,1,3,Police
1194,2019-10-30,Yemen,Bayda,Unknown,1,2,Violent Political Party
1195,2019-10-30,Pakistan,Daraban,Unknown,3,0,Private Citizens & Property
1196,2019-10-30,Philippines,Sapu Masla,New People's Army (NPA),0,0,Educational Institution
1197,2019-10-30,Yemen,Hudaydah,Houthi extremists (Ansar Allah),0,0,Private Citizens & Property
1198,2019-10-30,Iraq,Baghdad,Unknown,1,2,"Other,Military"
1199,2019-10-30,Pakistan,Shati Meena,Unknown,1,0,Private Citizens & Property
1200,2019-10-30,Pakistan,Gujranwala,Unknown,1,0,Government (General)
1201,2019-10-30,West Bank and Gaza Strip,Hebron,Palestinian Extremists,0,1,Police
1202,2019-10-30,Chad,Tchoukoutalia,Boko Haram,Unknown,Unknown,Business
1203,2019-10-30,Philippines,Tacurong,Unknown,1,0,Journalists & Media
1204,2019-10-30,Yemen,Unknown,Al-Islah Party,Unknown,Unknown,Terrorists/Non-state Militia
1205,2019-10-30,Burkina Faso,Soum district,Unknown,2,0,Military
1206,2019-10-30,Afghanistan,Spin Boldak district,Unknown,0,7,Private Citizens & Property
1207,2019-10-29,Afghanistan,Tapa-e-Akhtar,Taliban,5,Unknown,Military
1208,2019-10-30,Afghanistan,Feroz Koh,Taliban,1,4,Police
1209,2019-10-30,Afghanistan,Nadir Abad,Taliban,30,4,"Military,Government (General),Terrorists/Non-state Militia"
1210,2019-10-30,Afghanistan,Qarchaghay,Taliban,1,3,Government (General)
1211,2019-10-29,Afghanistan,Argahandab district,Taliban,3,0,Police
1212,2019-10-29,Democratic Republic of the Congo,Murara,Twigwaneho militia,Unknown,Unknown,Private Citizens & Property
1213,2019-10-29,Democratic Republic of the Congo,Mabuga,Twigwaneho militia,Unknown,Unknown,Private Citizens & Property
1214,2019-10-29,Democratic Republic of the Congo,Magera,Twigwaneho militia,Unknown,Unknown,Private Citizens & Property
1215,2019-10-29,Democratic Republic of the Congo,Ishenge,Twigwaneho militia,Unknown,Unknown,Private Citizens & Property
1216,2019-10-29,India,Hazaribagh district,Tritiya Prastuti Committee (TPC),0,0,Private Citizens & Property
1217,2019-10-29,Pakistan,Jamal Mela,Unknown,0,3,Private Citizens & Property
1218,2019-10-29,Iraq,Karbala,Iran-backed militia (suspected),18,Unknown,Private Citizens & Property
1219,2019-10-29,Yemen,Unknown,Houthi extremists (Ansar Allah),2,4,"Government (General),Military"
1220,2019-10-29,India,Drabgam,Unknown,0,0,Police
1221,2019-10-29,Philippines,Lale,New People's Army (NPA),0,0,Police
1222,2019-10-29,India,Katrasoo,"Jaish-e-Mohammad (JeM),Hizbul Mujahideen (HM)",6,0,Private Citizens & Property
1223,2019-10-29,Kenya,Dadajabulla,Al-Shabaab,2,3,"Police,Private Citizens & Property"
